holding_id,input_Use_roster__id,s21q02,s21q03,s21q04,s21q05,s21q06,s21q07,s21q08,s21q09,s21q10
11-20-26-76,machine powered land preparation and planting equipment,1,1,0,,,,,No,
11-20-26-76,machine powered crop harvesting equipment,1,1,1,,,,,No,
11-20-36-76,manually operated equipment,4,4,,,,,,No,
11-20-36-76,animal powered equipment,1,0,,0,,,,No,
11-20-71-44,manually operated equipment,8,8,,,,,,No,
11-21-02-77,manually operated equipment,2,2,,,,,,No,
11-21-02-92,manually operated equipment,85,85,,,,,,No,
11-21-02-92,animal powered equipment,2,2,,,,,,No,
11-21-02-92,post-harvest equipment,3,3,4,,,,,No,
11-21-34-08,manually operated equipment,10,10,,,,,,No,
11-21-34-08,Vehicle,1,0,,0,,1,200000,No,
11-21-36-68,manually operated equipment,12,12,,,,,,No,
11-21-36-68,animal powered equipment,2,2,,,,,,No,
11-21-43-12,manually operated equipment,16,0,,,,,,No,
11-21-43-12,animal powered equipment,2,0,,0,,,,No,
11-21-43-73,manually operated equipment,7,7,,,,,,No,
11-21-47-62,manually operated equipment,36,36,,,,,,No,
11-21-47-62,machine powered land preparation and planting equipment,1,0,,1,5,,,No,
11-21-50-41,manually operated equipment,3,3,,,,,,No,
11-21-62-17,manually operated equipment,3,3,,,,,,No,
11-21-72-12,manually operated equipment,6,6,,,,,,No,
11-21-72-12,animal powered equipment,1,0,,0,,,,No,
11-21-86-43,manually operated equipment,8,8,,,,,,No,
11-22-03-98,manually operated equipment,12,10,,,,,,Yes,1
11-22-03-98,post-harvest equipment,1,0,,0,,1,2400,No,
11-22-78-40,manually operated equipment,2,2,,,,,,No,
11-22-88-94,manually operated equipment,4,4,,,,,,No,
11-23-30-22,manually operated equipment,17,17,,,,,,No,
11-23-30-22,Vehicle,2,0,,0,,2,155000,No,
11-23-55-68,manually operated equipment,13,13,,,,,,No,
11-23-55-68,animal powered equipment,1,0,,0,,,,No,
11-23-69-07,manually operated equipment,4,4,,,,,,No,
11-23-93-76,manually operated equipment,8,7,,,,,,No,
11-23-93-76,animal powered equipment,1,1,,,,,,No,
11-24-07-94,manually operated equipment,19,5,,,,,,No,
11-24-08-82,manually operated equipment,17,16,,,,,,No,
11-24-08-82,animal powered equipment,1,0,,0,,,,No,
11-24-08-82,post-harvest equipment,3,3,1,,,,,No,
11-24-09-09,manually operated equipment,4,4,,,,,,No,
11-24-09-09,animal powered equipment,2,0,,2,,,,No,
11-24-09-68,manually operated equipment,23,23,,,,,,No,
11-24-31-58,manually operated equipment,5,5,,,,,,No,
11-24-31-58,Vehicle,1,1,4,,,,,No,
11-24-34-76,manually operated equipment,2,2,,,,,,No,
11-24-34-76,animal powered equipment,1,1,,,,,,No,
11-24-53-49,manually operated equipment,12,12,,,,,,No,
11-24-53-49,Vehicle,1,0,,0,,1,7000,No,
11-24-61-38,manually operated equipment,7,5,,,,,,No,
11-24-61-38,animal powered equipment,1,0,,1,,,,No,
11-24-64-98,manually operated equipment,7,7,,,,,,No,
11-24-72-45,manually operated equipment,6,6,,,,,,No,
11-24-77-46,manually operated equipment,68,68,,,,,,No,
11-24-77-46,Vehicle,1,0,,0,,1,100000,No,
11-24-77-46,post-harvest equipment,1,0,,0,,1,12000,No,
11-25-10-57,manually operated equipment,5,4,,,,,,No,
11-25-20-37,manually operated equipment,6,3,,,,,,No,
11-25-20-37,Vehicle,2,1,2,0,,1,60000,No,
11-25-31-77,manually operated equipment,5,5,,,,,,No,
11-25-69-61,manually operated equipment,7,7,,,,,,No,
11-25-76-47,manually operated equipment,4,4,,,,,,Yes,4
11-25-76-50,manually operated equipment,2,2,,,,,,No,
11-25-83-25,manually operated equipment,25,5,,,,,,No,
11-25-83-25,animal powered equipment,1,0,,0,,,,No,
11-25-83-25,machine powered land preparation and planting equipment,1,0,,0,,1,60000,No,
11-26-02-02,manually operated equipment,3,2,,,,,,No,
11-26-26-80,manually operated equipment,2,2,,,,,,No,
11-26-26-80,animal powered equipment,1,1,,,,,,No,
11-26-31-42,manually operated equipment,13,13,,,,,,No,
11-26-37-01,manually operated equipment,4,1,,,,,,No,
11-26-38-26,manually operated equipment,7,7,,,,,,No,
11-26-38-26,Vehicle,1,0,,0,,1,35000,No,
11-26-48-09,manually operated equipment,2,2,,,,,,No,
11-26-48-37,manually operated equipment,20,20,,,,,,No,
11-26-48-37,animal powered equipment,1,1,,,,,,No,
11-26-48-37,Vehicle,1,1,2,,,,,No,
11-26-58-39,manually operated equipment,3,3,,,,,,Yes,1
11-26-58-39,animal powered equipment,1,0,,1,,,,No,
11-26-62-53,manually operated equipment,2,2,,,,,,No,
11-26-62-94,manually operated equipment,30,0,,,,,,No,
11-26-62-94,animal powered equipment,1,0,,1,,,,No,
11-26-82-27,manually operated equipment,8,5,,,,,,No,
11-26-95-14,manually operated equipment,5,5,,,,,,No,
11-27-18-61,manually operated equipment,3,3,,,,,,No,
11-27-41-99,manually operated equipment,12,12,,,,,,No,
11-27-48-05,manually operated equipment,3,3,,,,,,No,
11-27-61-60,manually operated equipment,8,7,,,,,,Yes,1
11-27-61-60,post-harvest equipment,2,2,1,,,,,No,
11-27-84-54,manually operated equipment,3,3,,,,,,No,
11-27-96-14,manually operated equipment,1,1,,,,,,No,
11-28-11-54,manually operated equipment,8,5,,,,,,No,
11-28-11-54,animal powered equipment,1,0,,0,,,,No,
11-28-19-78,manually operated equipment,2,1,,,,,,No,
11-28-22-82,manually operated equipment,3,3,,,,,,No,
11-28-22-82,Vehicle,1,0,,0,,1,250000,No,
11-28-30-50,manually operated equipment,6,6,,,,,,No,
11-28-39-54,manually operated equipment,21,21,,,,,,No,
11-28-39-54,animal powered equipment,2,1,,1,,,,No,
11-28-39-54,post-harvest equipment,2,2,1,,,,,No,
11-28-46-15,manually operated equipment,9,8,,,,,,No,
11-28-82-74,manually operated equipment,3,3,,,,,,No,
11-28-84-38,manually operated equipment,6,6,,,,,,No,
11-28-89-84,manually operated equipment,13,13,,,,,,No,
11-28-92-16,manually operated equipment,24,24,,,,,,Yes,2
11-28-92-16,animal powered equipment,3,0,,0,,,,No,
11-29-39-07,manually operated equipment,3,3,,,,,,No,
11-29-64-94,manually operated equipment,56,54,,,,,,Yes,7
11-29-64-94,animal powered equipment,3,3,,,,,,No,
11-29-64-94,machine powered equipment,13,13,2,,,,,No,
11-29-98-24,manually operated equipment,5,5,,,,,,No,
11-29-98-24,post-harvest equipment,6,6,1,,,,,No,
11-30-02-49,manually operated equipment,4,4,,,,,,No,
11-30-02-49,animal powered equipment,1,0,,0,,,,No,
11-30-79-13,manually operated equipment,15,15,,,,,,Yes,4
11-30-88-56,manually operated equipment,4,4,,,,,,No,
11-30-97-64,manually operated equipment,8,8,,,,,,No,
11-30-97-64,Vehicle,1,1,3,,,,,No,
11-31-26-48,manually operated equipment,2,2,,,,,,No,
11-31-41-10,manually operated equipment,3,3,,,,,,No,
11-31-47-28,manually operated equipment,7,7,,,,,,No,
11-31-54-50,manually operated equipment,4,4,,,,,,No,
11-31-74-20,manually operated equipment,4,4,,,,,,No,
11-31-74-20,Vehicle,1,0,,0,,1,10000,No,
11-31-79-75,manually operated equipment,10,7,,,,,,Yes,11
11-31-79-75,Vehicle,3,0,,0,,3,215000,No,
11-31-79-75,machine powered crop harvesting equipment,1,0,,0,,1,100000,No,
11-31-84-40,manually operated equipment,13,12,,,,,,No,
11-31-84-40,Vehicle,1,0,,0,,1,45000,No,
11-32-02-38,manually operated equipment,3,3,,,,,,No,
11-32-16-83,manually operated equipment,4,4,,,,,,No,
11-32-16-83,animal powered equipment,1,0,,0,,,,No,
11-32-46-31,manually operated equipment,5,5,,,,,,Yes,1
11-32-56-60,manually operated equipment,3,3,,,,,,No,
11-32-61-87,manually operated equipment,3,3,,,,,,No,
11-32-90-94,manually operated equipment,10,10,,,,,,No,
11-32-94-88,manually operated equipment,2,2,,,,,,No,
11-33-28-72,manually operated equipment,4,4,,,,,,No,
11-33-45-87,manually operated equipment,2,2,,,,,,No,
11-33-78-32,manually operated equipment,3,3,,,,,,No,
11-34-21-42,manually operated equipment,98,96,,,,,,No,
11-34-26-01,manually operated equipment,18,18,,,,,,Yes,2
11-34-26-01,animal powered equipment,1,0,,1,,,,No,
11-34-26-52,manually operated equipment,24,24,,,,,,Yes,8
11-34-26-52,animal powered equipment,2,0,,0,,,,No,
11-34-26-68,manually operated equipment,49,49,,,,,,Yes,10
11-34-26-68,machine powered equipment,39,39,4,,,,,Yes,50
11-34-26-68,Vehicle,1,0,,0,,1,50000,No,
11-34-28-94,manually operated equipment,5,5,,,,,,No,
11-34-48-17,manually operated equipment,16,13,,,,,,No,
11-34-57-00,manually operated equipment,7,6,,,,,,No,
11-34-57-00,Vehicle,1,0,,0,,1,270000,No,
11-34-74-66,manually operated equipment,2,2,,,,,,No,
11-34-97-24,manually operated equipment,67,57,,,,,,No,
11-34-97-24,animal powered equipment,2,2,,,,,,No,
11-35-00-71,manually operated equipment,10,8,,,,,,No,
11-35-00-71,animal powered equipment,1,1,,,,,,No,
11-35-02-56,manually operated equipment,7,7,,,,,,No,
11-35-14-44,manually operated equipment,25,25,,,,,,No,
11-35-14-44,animal powered equipment,1,1,,,,,,No,
11-35-50-29,manually operated equipment,3,3,,,,,,No,
11-35-50-29,animal powered equipment,1,0,,1,,,,No,
11-35-58-99,manually operated equipment,23,19,,,,,,No,
11-35-58-99,animal powered equipment,2,2,,,,,,No,
11-35-85-20,manually operated equipment,16,15,,,,,,No,
11-35-85-20,Vehicle,1,0,,0,,1,80000,No,
11-35-95-85,manually operated equipment,15,4,,,,,,No,
11-36-10-19,manually operated equipment,24,23,,,,,,No,
11-36-10-19,Vehicle,2,0,,0,,2,30000,No,
11-36-44-21,manually operated equipment,4,4,,,,,,No,
11-36-44-21,animal powered equipment,2,0,,0,,,,No,
11-36-47-25,manually operated equipment,6,6,,,,,,No,
11-36-57-63,manually operated equipment,5,5,,,,,,No,
11-37-00-09,manually operated equipment,2,2,,,,,,No,
11-37-33-34,manually operated equipment,15,15,,,,,,Yes,15
11-37-50-30,manually operated equipment,31,31,,,,,,No,
11-37-51-60,manually operated equipment,26,26,,,,,,No,
11-37-51-60,Vehicle,1,1,3,,,,,No,
11-37-51-60,post-harvest equipment,3,3,4,,,,,No,
11-37-59-85,manually operated equipment,10,10,,,,,,Yes,3
11-37-59-85,Vehicle,2,1,2,0,,1,250000,No,
11-37-60-93,manually operated equipment,13,12,,,,,,No,
11-37-75-65,manually operated equipment,16,16,,,,,,No,
11-37-75-65,Vehicle,1,0,,0,,1,50000,No,
11-38-08-44,manually operated equipment,3,3,,,,,,No,
11-38-18-08,manually operated equipment,8,5,,,,,,Yes,2
11-38-18-08,Vehicle,2,1,0,0,,1,38000,No,
11-38-27-97,manually operated equipment,4,4,,,,,,No,
11-38-54-40,manually operated equipment,3,2,,,,,,No,
11-38-93-79,manually operated equipment,9,9,,,,,,No,
11-38-93-79,Vehicle,1,0,,0,,1,100000,No,
11-38-96-06,manually operated equipment,14,5,,,,,,No,
11-39-06-49,manually operated equipment,6,5,,,,,,No,
11-39-06-49,Vehicle,1,0,,0,,1,36000,No,
11-39-12-18,manually operated equipment,6,5,,,,,,No,
11-39-15-18,manually operated equipment,8,8,,,,,,No,
11-39-45-29,manually operated equipment,8,8,,,,,,No,
11-39-80-80,manually operated equipment,11,11,,,,,,No,
11-39-80-80,Vehicle,1,0,,1,2,,,No,
11-39-80-80,post-harvest equipment,2,2,1,,,,,No,
11-39-86-20,manually operated equipment,3,3,,,,,,No,
11-39-91-22,Animal rearing equipment,1,0,,1,0,,,No,
11-40-04-50,manually operated equipment,2,2,,,,,,No,
11-40-08-02,manually operated equipment,3,3,,,,,,No,
11-40-24-83,manually operated equipment,25,24,,,,,,No,
11-40-24-83,animal powered equipment,3,1,,2,,,,No,
11-40-27-17,manually operated equipment,62,62,,,,,,No,
11-40-27-17,animal powered equipment,2,2,,,,,,No,
11-40-27-17,post-harvest equipment,4,3,2,0,,1,12000,No,
11-40-30-49,manually operated equipment,11,8,,,,,,No,
11-40-30-49,Vehicle,1,0,,0,,1,40000,No,
11-40-50-23,manually operated equipment,3,3,,,,,,No,
11-40-69-96,manually operated equipment,19,19,,,,,,No,
11-40-69-96,animal powered equipment,1,0,,1,,,,No,
11-40-75-25,manually operated equipment,3,3,,,,,,No,
11-41-08-69,manually operated equipment,4,4,,,,,,No,
11-41-45-04,manually operated equipment,14,14,,,,,,No,
11-41-45-04,animal powered equipment,2,2,,,,,,No,
11-41-85-74,manually operated equipment,14,13,,,,,,No,
11-41-85-74,animal powered equipment,1,0,,0,,,,No,
11-42-23-52,manually operated equipment,2,1,,,,,,No,
11-42-27-07,manually operated equipment,7,7,,,,,,No,
11-42-58-56,manually operated equipment,13,13,,,,,,No,
11-42-61-04,manually operated equipment,4,4,,,,,,No,
11-42-69-13,manually operated equipment,68,65,,,,,,No,
11-42-69-13,Vehicle,2,0,,0,,2,630000,No,
11-42-71-71,manually operated equipment,3,3,,,,,,No,
11-42-98-40,manually operated equipment,20,20,,,,,,No,
11-42-98-40,Vehicle,1,0,,0,,1,120000,No,
11-43-09-42,manually operated equipment,4,4,,,,,,No,
11-43-09-42,animal powered equipment,1,1,,,,,,No,
11-43-16-14,manually operated equipment,6,6,,,,,,No,
11-43-47-87,manually operated equipment,63,63,,,,,,No,
11-43-47-87,animal powered equipment,2,1,,1,,,,No,
11-43-60-03,manually operated equipment,58,46,,,,,,Yes,20
11-43-60-03,Vehicle,2,0,,0,,2,120000,No,
11-43-60-03,post-harvest equipment,3,3,0,,,,,No,
11-43-66-73,manually operated equipment,3,3,,,,,,No,
11-43-67-73,manually operated equipment,11,11,,,,,,Yes,2
11-43-67-73,Vehicle,1,0,,0,,1,20000,No,
11-43-71-13,manually operated equipment,4,4,,,,,,No,
11-44-25-36,manually operated equipment,31,31,,,,,,Yes,4
11-44-42-52,manually operated equipment,15,10,,,,,,No,
11-44-42-52,Vehicle,3,1,1,0,,2,20000,No,
11-45-15-22,manually operated equipment,3,2,,,,,,No,
11-45-15-22,animal powered equipment,1,0,,1,,,,No,
11-45-86-27,manually operated equipment,4,4,,,,,,No,
11-45-86-27,Vehicle,1,1,4,,,,,No,
11-45-89-51,manually operated equipment,7,7,,,,,,No,
11-45-94-46,manually operated equipment,4,4,,,,,,No,
11-45-98-68,manually operated equipment,53,53,,,,,,No,
11-46-04-26,manually operated equipment,8,8,,,,,,No,
11-46-22-48,manually operated equipment,5,4,,,,,,Yes,5
11-46-22-48,Vehicle,1,0,,0,,1,210000,No,
11-46-65-35,manually operated equipment,5,5,,,,,,No,
11-46-73-68,manually operated equipment,4,4,,,,,,Yes,1
11-46-85-74,manually operated equipment,19,18,,,,,,Yes,3
11-46-87-99,manually operated equipment,2,2,,,,,,No,
11-47-03-71,manually operated equipment,2,2,,,,,,No,
11-47-03-71,animal powered equipment,1,0,,0,,,,No,
11-47-08-58,manually operated equipment,25,25,,,,,,Yes,10
11-47-11-64,manually operated equipment,4,4,,,,,,No,
11-47-26-09,manually operated equipment,3,3,,,,,,No,
11-47-69-24,manually operated equipment,2,2,,,,,,Yes,2
11-47-69-24,animal powered equipment,4,4,,,,,,No,
11-47-82-79,manually operated equipment,22,4,,,,,,No,
11-47-82-79,Vehicle,3,1,2,0,,2,350000,No,
11-48-12-36,manually operated equipment,13,13,,,,,,No,
11-48-31-87,manually operated equipment,2,2,,,,,,No,
11-48-36-87,manually operated equipment,5,5,,,,,,No,
11-48-38-74,manually operated equipment,2,2,,,,,,No,
11-48-38-74,animal powered equipment,1,0,,0,,,,No,
11-48-41-05,manually operated equipment,9,8,,,,,,No,
11-48-60-77,manually operated equipment,25,5,,,,,,Yes,2
11-48-60-77,animal powered equipment,1,0,,0,,,,No,
11-48-83-25,manually operated equipment,4,3,,,,,,No,
11-48-83-25,Vehicle,1,0,,0,,1,120000,No,
11-49-14-72,manually operated equipment,3,3,,,,,,No,
11-49-88-91,manually operated equipment,12,12,,,,,,No,
11-49-88-91,Vehicle,3,0,,0,,3,220000,No,
11-50-71-63,manually operated equipment,3,3,,,,,,No,
11-50-76-40,manually operated equipment,15,15,,,,,,No,
11-50-76-40,machine powered land preparation and planting equipment,1,0,,0,,1,80000,No,
11-50-76-40,post-harvest equipment,1,0,,0,,1,20000,No,
11-50-78-91,manually operated equipment,3,3,,,,,,No,
11-50-78-91,animal powered equipment,1,0,,1,,,,No,
11-50-88-01,manually operated equipment,4,4,,,,,,No,
11-51-15-65,manually operated equipment,23,16,,,,,,No,
11-51-15-65,animal powered equipment,1,0,,0,,,,No,
11-51-53-78,manually operated equipment,6,6,,,,,,No,
11-51-54-30,manually operated equipment,17,17,,,,,,No,
11-51-54-30,animal powered equipment,1,0,,0,,,,No,
11-51-54-30,Vehicle,1,1,1,,,,,No,
11-51-54-30,post-harvest equipment,1,0,,0,,1,5000,No,
11-51-78-22,manually operated equipment,38,37,,,,,,No,
11-51-78-22,animal powered equipment,1,0,,0,,,,No,
11-51-82-86,manually operated equipment,1,1,,,,,,No,
11-52-09-67,manually operated equipment,1,1,,,,,,No,
11-52-09-69,manually operated equipment,3,3,,,,,,No,
11-52-56-74,manually operated equipment,5,4,,,,,,No,
11-52-56-74,post-harvest equipment,1,1,0,,,,,No,
11-52-70-48,manually operated equipment,15,15,,,,,,No,
11-52-70-48,animal powered equipment,1,1,,,,,,No,
11-52-74-14,manually operated equipment,5,5,,,,,,No,
11-52-80-65,manually operated equipment,8,6,,,,,,No,
11-52-80-65,animal powered equipment,1,0,,1,,,,No,
11-52-90-46,manually operated equipment,13,13,,,,,,No,
11-52-90-46,animal powered equipment,1,1,,,,,,No,
11-52-90-72,manually operated equipment,5,5,,,,,,No,
11-52-90-72,animal powered equipment,2,2,,,,,,No,
11-52-96-47,manually operated equipment,1,1,,,,,,No,
11-52-96-95,manually operated equipment,39,39,,,,,,Yes,13
11-52-96-95,Vehicle,5,0,,0,,5,50000,No,
11-53-01-95,manually operated equipment,30,30,,,,,,No,
11-53-01-95,Vehicle,1,0,,0,,1,40000,No,
11-53-45-74,manually operated equipment,6,6,,,,,,No,
11-53-46-39,manually operated equipment,4,3,,,,,,No,
11-53-49-86,manually operated equipment,29,21,,,,,,No,
11-53-49-86,Vehicle,2,1,3,0,,1,200000,No,
11-53-56-01,manually operated equipment,1,1,,,,,,No,
11-53-71-75,manually operated equipment,4,4,,,,,,No,
11-53-95-01,manually operated equipment,5,4,,,,,,Yes,1
11-53-95-01,animal powered equipment,1,0,,1,,,,No,
11-54-01-20,manually operated equipment,2,2,,,,,,No,
11-54-08-79,manually operated equipment,3,2,,,,,,No,
11-54-20-64,manually operated equipment,24,23,,,,,,Yes,4
11-54-20-64,Vehicle,1,0,,0,,1,8000,No,
11-54-66-03,manually operated equipment,11,11,,,,,,No,
11-54-66-03,machine powered equipment,1,1,5,,,,,No,
11-54-66-03,Vehicle,1,1,4,,,,,No,
11-54-75-31,Vehicle,1,0,,0,,1,10000,No,
11-54-75-31,machine powered land preparation and planting equipment,1,0,,0,,1,175000,No,
11-54-75-31,post-harvest equipment,1,0,,0,,1,3000,No,
11-54-86-52,manually operated equipment,9,8,,,,,,Yes,1
11-54-86-52,animal powered equipment,1,0,,1,,,,No,
11-55-90-37,manually operated equipment,10,10,,,,,,No,
11-55-90-37,animal powered equipment,1,0,,0,,,,No,
11-55-90-37,Vehicle,1,0,,0,,1,100000,No,
11-55-93-85,manually operated equipment,1,1,,,,,,No,
11-55-93-85,animal powered equipment,1,0,,1,,,,No,
11-55-98-89,manually operated equipment,4,4,,,,,,No,
11-55-98-89,animal powered equipment,1,1,,,,,,No,
11-56-21-54,manually operated equipment,4,4,,,,,,No,
11-56-21-54,machine powered land preparation and planting equipment,1,0,,0,,1,180000,No,
11-56-36-54,manually operated equipment,10,0,,,,,,No,
11-56-36-54,animal powered equipment,61,45,,0,,,,No,
11-56-55-85,manually operated equipment,25,25,,,,,,No,
11-56-55-85,animal powered equipment,1,0,,1,,,,No,
11-56-57-21,manually operated equipment,4,4,,,,,,No,
11-57-41-53,manually operated equipment,6,6,,,,,,No,
11-57-41-53,animal powered equipment,1,0,,0,,,,No,
11-57-45-94,manually operated equipment,9,9,,,,,,No,
11-58-02-77,manually operated equipment,29,19,,,,,,No,
11-58-02-77,animal powered equipment,2,2,,,,,,No,
11-58-07-29,manually operated equipment,7,7,,,,,,No,
11-58-21-81,manually operated equipment,12,11,,,,,,Yes,2
11-58-21-81,Vehicle,2,0,,0,,2,90000,No,
11-58-21-81,post-harvest equipment,4,4,3,,,,,No,
11-58-50-91,manually operated equipment,7,7,,,,,,No,
11-58-50-91,animal powered equipment,2,1,,0,,,,No,
11-58-57-25,manually operated equipment,5,5,,,,,,No,
11-58-86-06,animal powered equipment,1,0,,0,,,,No,
11-58-97-19,manually operated equipment,3,3,,,,,,No,
11-59-04-21,manually operated equipment,8,8,,,,,,No,
11-59-22-22,manually operated equipment,5,5,,,,,,No,
11-59-22-22,animal powered equipment,1,1,,,,,,No,
11-59-22-22,Vehicle,1,0,,0,,1,40000,No,
11-59-22-38,manually operated equipment,42,42,,,,,,No,
11-59-22-38,animal powered equipment,1,0,,0,,,,No,
11-59-22-38,post-harvest equipment,1,1,2,,,,,No,
11-59-27-32,manually operated equipment,45,45,,,,,,No,
11-59-33-66,manually operated equipment,24,24,,,,,,No,
11-59-33-66,animal powered equipment,2,1,,0,,,,No,
11-59-33-66,Vehicle,1,1,2,,,,,No,
11-59-44-24,manually operated equipment,28,13,,,,,,No,
11-59-44-24,animal powered equipment,1,1,,,,,,No,
11-59-76-89,manually operated equipment,6,6,,,,,,No,
11-59-76-89,animal powered equipment,1,1,,,,,,No,
11-59-82-86,manually operated equipment,13,11,,,,,,Yes,4
11-59-84-62,manually operated equipment,5,5,,,,,,No,
11-59-84-62,animal powered equipment,1,0,,1,,,,No,
11-60-18-10,manually operated equipment,4,4,,,,,,No,
11-60-27-76,manually operated equipment,9,7,,,,,,Yes,5
11-60-27-76,Vehicle,1,0,,0,,1,40000,No,
